Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region
17973,2024-12-15,Clothing,Nike Air Force 1,14,93.04,1302.56,Africa
17974,2024-04-22,Books,The Alchemist,9,13.80,124.20,Africa
17975,2024-05-15,Beauty Products,CeraVe Hydrating Cleanser,15,20.55,308.25,Oceania
17976,2025-08-21,Books,Deep Work,16,20.23,323.68,South America
17977,2025-01-02,Home Appliances,LG Front Load Washer,9,812.37,7311.33,Oceania
17978,2024-01-25,Home Appliances,Ninja Professional Blender,14,108.74,1522.36,North America
17979,2025-03-30,Home Appliances,KitchenAid Stand Mixer,10,443.05,4430.50,South America
17980,2024-06-23,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",7,30.20,211.40,North America
17981,2025-11-23,Electronics,Canon EOS R10 Camera,9,1070.88,9637.92,North America
17982,2024-02-10,Clothing,Columbia Rain Jacket,19,124.56,2366.64,South America
17983,2025-06-30,Books,Deep Work,12,17.84,214.08,Middle East
17984,2025-11-24,Sports,Fitbit Charge 6,14,173.76,2432.64,Africa
17985,2024-08-09,Home Appliances,Samsung Smart Refrigerator,13,1936.10,25169.30,Africa
17986,2024-05-03,Clothing,Columbia Rain Jacket,14,141.42,1979.88,Oceania
17987,2024-06-20,Electronics,Apple Watch Series 9,10,419.82,4198.20,North America
17988,2025-08-08,Clothing,Columbia Rain Jacket,7,135.29,947.03,South America
17989,2024-07-08,Electronics,Garmin Forerunner 945,10,510.42,5104.20,North America
17990,2024-02-24,Books,Clean Code,19,42.61,809.59,Oceania
17991,2024-12-02,Electronics,Samsung Galaxy Tab S8,9,759.19,6832.71,Middle East
17992,2024-12-15,Clothing,Levi's 501 Jeans,17,72.92,1239.64,Asia
17993,2024-10-13,Books,Atomic Habits,2,18.32,36.64,North America
17994,2025-07-17,Clothing,Patagonia Fleece Jacket,7,162.82,1139.74,Middle East
17995,2025-06-27,Books,The Psychology of Money,14,18.19,254.66,Oceania
17996,2024-08-28,Beauty Products,Dyson Supersonic Hair Dryer,14,407.58,5706.12,North America
17997,2024-04-12,Books,The Da Vinci Code,14,14.79,207.06,North America
17998,2024-05-08,Home Appliances,Instant Pot Duo 7-in-1,17,134.51,2286.67,North America
17999,2024-09-29,Beauty Products,Olaplex Hair Repair Set,6,65.43,392.58,Africa
18000,2024-05-14,Beauty Products,The Ordinary Serum Set,14,40.19,562.66,South America
18001,2024-11-12,Sports,Callaway Golf Club Set,13,877.85,11412.05,Europe
18002,2024-04-29,Books,Dune by Frank Herbert,8,28.34,226.72,North America
18003,2025-05-06,Sports,Bowflex Adjustable Dumbbells,17,419.52,7131.84,Oceania
18004,2024-05-29,Clothing,Nike Air Force 1,11,95.69,1052.59,Middle East
18005,2025-04-30,Beauty Products,Olaplex Hair Repair Set,18,57.16,1028.88,Europe
18006,2024-07-03,Beauty Products,Neutrogena Skincare Set,15,86.21,1293.15,North America
18007,2024-06-13,Books,The Alchemist,7,14.13,98.91,South America
18008,2025-08-21,Clothing,Nike Air Force 1,14,88.92,1244.88,Oceania
18009,2025-05-22,Sports,Everlast Boxing Gloves,5,50.66,253.30,Oceania
18010,2024-12-19,Clothing,North Face Down Jacket,4,273.59,1094.36,Oceania
18011,2025-03-04,Home Appliances,Blueair Classic 480i,20,616.57,12331.40,Africa
18012,2024-06-26,Electronics,Canon EOS R10 Camera,9,917.96,8261.64,Africa
18013,2024-11-05,Beauty Products,The Ordinary Serum Set,19,39.34,747.46,Oceania
18014,2024-04-17,Clothing,North Face Down Jacket,5,250.34,1251.70,South America
18015,2024-01-09,Books,The Psychology of Money,10,19.53,195.30,Africa
18016,2025-09-29,Books,The Hobbit,11,15.85,174.35,Europe
18017,2024-03-19,Electronics,Sony WH-1000XM5 Headphones,1,399.14,399.14,Oceania
18018,2025-12-02,Beauty Products,Dyson Supersonic Hair Dryer,16,456.95,7311.20,North America
18019,2025-12-26,Books,The Hobbit,7,15.06,105.42,Africa
18020,2025-06-25,Clothing,Vans Old Skool Sneakers,20,81.37,1627.40,North America
18021,2024-09-09,Sports,Manduka PRO Yoga Mat,9,123.42,1110.78,North America
18022,2024-10-31,Beauty Products,Neutrogena Skincare Set,15,88.81,1332.15,Asia
18023,2025-06-21,Beauty Products,The Ordinary Serum Set,18,43.73,787.14,Asia
18024,2025-09-13,Home Appliances,Blueair Classic 480i,9,600.37,5403.33,Middle East
18025,2024-05-29,Home Appliances,Ninja Professional Blender,13,94.50,1228.50,Middle East
18026,2024-10-10,Books,The Da Vinci Code,5,15.28,76.40,Oceania
18027,2024-11-18,Clothing,Under Armour Training Shirt,1,37.83,37.83,South America
18028,2024-06-01,Books,Sapiens,3,23.47,70.41,Asia
18029,2025-04-06,Electronics,Garmin Forerunner 945,20,463.04,9260.80,Europe
18030,2025-09-14,Beauty Products,Neutrogena Skincare Set,2,95.02,190.04,South America
18031,2025-04-19,Electronics,iPhone 14 Pro,9,1072.93,9656.37,South America
18032,2025-01-31,Home Appliances,Samsung Smart Refrigerator,2,1881.40,3762.80,Oceania
18033,2025-07-12,Clothing,Vans Old Skool Sneakers,5,87.24,436.20,Europe
18034,2024-02-22,Clothing,Calvin Klein Slim Fit Shirt,11,85.66,942.26,Asia
18035,2025-09-12,Beauty Products,Clinique Moisture Surge,7,47.38,331.66,South America
18036,2024-06-07,Beauty Products,Dyson Supersonic Hair Dryer,20,441.68,8833.60,Middle East
18037,2024-04-19,Home Appliances,iRobot Roomba j7,16,629.81,10076.96,Middle East
18038,2025-07-09,Electronics,Sony WH-1000XM5 Headphones,9,366.55,3298.95,North America
18039,2024-06-16,Sports,Hydro Flask Sports Bottle,3,38.70,116.10,Africa
18040,2024-12-29,Clothing,Puma Sports Hoodie,7,81.09,567.63,Africa
18041,2024-10-25,Beauty Products,Olaplex Hair Repair Set,18,57.58,1036.44,Oceania
18042,2025-11-25,Books,Deep Work,5,18.71,93.55,Middle East
18043,2024-04-28,Sports,Babolat Pure Drive Tennis Racket,4,215.94,863.76,Middle East
18044,2024-08-05,Electronics,Canon EOS R10 Camera,7,981.43,6870.01,Oceania
18045,2024-05-14,Beauty Products,Maybelline Makeup Kit,18,50.75,913.50,Middle East
18046,2025-07-02,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",4,35.99,143.96,Africa
18047,2024-07-28,Home Appliances,Instant Pot Duo 7-in-1,20,131.06,2621.20,North America
18048,2024-01-10,Home Appliances,Samsung Smart Refrigerator,7,1727.07,12089.49,South America
18049,2025-06-29,Sports,Wilson Evolution Basketball,7,31.70,221.90,Europe
18050,2025-09-20,Home Appliances,Instant Pot Duo 7-in-1,8,126.96,1015.68,Africa
18051,2025-11-22,Home Appliances,Keurig K-Elite Coffee Maker,14,187.17,2620.38,Africa
18052,2025-11-05,Beauty Products,Clinique Moisture Surge,4,41.29,165.16,Oceania
18053,2025-10-31,Clothing,Puma Sports Hoodie,2,77.22,154.44,Europe
18054,2025-05-29,Beauty Products,L'Oreal Revitalift Cream,4,27.09,108.36,Europe
18055,2025-09-10,Books,Dune by Frank Herbert,17,26.01,442.17,Asia
18056,2024-05-07,Home Appliances,Instant Pot Duo 7-in-1,13,130.70,1699.10,South America
18057,2025-12-15,Books,Dune by Frank Herbert,16,24.18,386.88,Europe
18058,2024-01-21,Clothing,North Face Down Jacket,19,265.91,5052.29,Middle East
18059,2025-07-27,Books,The Da Vinci Code,1,15.95,15.95,North America
18060,2025-12-19,Sports,Wilson Evolution Basketball,20,32.82,656.40,Middle East
18061,2024-03-03,Beauty Products,Neutrogena Skincare Set,8,97.54,780.32,South America
18062,2024-02-13,Sports,Wilson Evolution Basketball,2,28.85,57.70,Middle East
18063,2024-10-09,Home Appliances,LG Front Load Washer,15,945.84,14187.60,Europe
18064,2025-02-06,Sports,Fitbit Charge 6,18,172.51,3105.18,North America
18065,2024-05-31,Beauty Products,CeraVe Hydrating Cleanser,10,20.21,202.10,Oceania
18066,2024-10-14,Beauty Products,The Ordinary Serum Set,19,43.95,835.05,Europe
18067,2024-10-03,Clothing,Nike Air Force 1,15,83.71,1255.65,South America
18068,2025-04-04,Sports,Manduka PRO Yoga Mat,17,126.66,2153.22,South America
18069,2025-06-06,Books,The Psychology of Money,19,16.56,314.64,Middle East
18070,2025-06-23,Electronics,Apple Watch Series 9,4,454.97,1819.88,North America
18071,2024-02-11,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",4,35.76,143.04,North America
18072,2024-09-10,Home Appliances,Keurig K-Elite Coffee Maker,9,202.14,1819.26,North America
18073,2024-02-09,Beauty Products,The Ordinary Serum Set,15,43.69,655.35,Europe
18074,2025-06-06,Beauty Products,Dyson Supersonic Hair Dryer,12,449.03,5388.36,North America
18075,2024-01-05,Electronics,Dell XPS 13 Laptop,18,1194.63,21503.34,Asia
18076,2024-05-25,Home Appliances,Samsung Smart Refrigerator,19,1971.70,37462.30,Middle East
18077,2025-12-15,Books,The Hobbit,6,13.75,82.50,Europe
18078,2024-08-20,Home Appliances,Dyson V11 Vacuum,17,476.93,8107.81,Asia
18079,2025-06-11,Home Appliances,Blueair Classic 480i,12,540.73,6488.76,North America
18080,2024-08-12,Books,Deep Work,14,18.61,260.54,South America
18081,2025-09-28,Books,The Hobbit,1,13.77,13.77,Middle East
18082,2024-03-20,Books,Clean Code,6,38.63,231.78,Middle East
18083,2025-03-08,Home Appliances,iRobot Roomba j7,19,620.71,11793.49,Europe
18084,2024-10-30,Beauty Products,Clinique Moisture Surge,15,43.74,656.10,Africa
18085,2024-12-20,Books,Deep Work,1,18.85,18.85,Africa
18086,2024-07-27,Home Appliances,Keurig K-Elite Coffee Maker,6,174.07,1044.42,Oceania
18087,2024-12-15,Electronics,Dell XPS 13 Laptop,9,1376.75,12390.75,Asia
18088,2024-06-26,Electronics,Nintendo Switch OLED,7,315.33,2207.31,Africa
18089,2025-08-10,Clothing,Columbia Rain Jacket,1,127.81,127.81,Middle East
18090,2025-03-15,Beauty Products,Neutrogena Skincare Set,18,82.83,1490.94,South America
18091,2025-07-02,Beauty Products,The Ordinary Serum Set,16,37.84,605.44,North America
18092,2024-10-04,Home Appliances,Blueair Classic 480i,4,557.73,2230.92,Asia
18093,2024-07-17,Beauty Products,MAC Lipstick Collection,14,80.46,1126.44,Asia
18094,2025-08-10,Beauty Products,Neutrogena Skincare Set,15,98.77,1481.55,Middle East
18095,2024-12-24,Clothing,Columbia Rain Jacket,9,122.75,1104.75,Europe
18096,2025-01-30,Books,Atomic Habits,2,19.86,39.72,South America
18097,2025-11-13,Books,The Psychology of Money,2,16.24,32.48,Africa
18098,2024-03-17,Clothing,Levi's 501 Jeans,6,68.61,411.66,Africa
18099,2024-09-03,Sports,Bowflex Adjustable Dumbbells,2,437.29,874.58,Asia
18100,2025-06-12,Clothing,Adidas Ultraboost Shoes,1,186.23,186.23,South America
18101,2024-03-29,Sports,Fitbit Charge 6,10,158.52,1585.20,Africa
18102,2025-09-17,Books,The Da Vinci Code,11,16.92,186.12,Oceania
18103,2025-07-27,Electronics,Google Pixel 8 Pro,12,1052.36,12628.32,South America
18104,2024-09-12,Books,The Hobbit,9,15.53,139.77,Middle East
18105,2025-08-25,Home Appliances,KitchenAid Stand Mixer,16,430.37,6885.92,North America
18106,2025-03-17,Clothing,Nike Air Force 1,11,89.89,988.79,Africa
18107,2025-12-23,Clothing,Levi's 501 Jeans,18,70.00,1260.00,North America
18108,2024-12-05,Beauty Products,Maybelline Makeup Kit,9,49.21,442.89,Oceania
18109,2025-04-16,Sports,Bowflex Adjustable Dumbbells,2,391.12,782.24,Oceania
18110,2024-06-17,Electronics,MacBook Pro 16-inch,10,2335.26,23352.60,Middle East
18111,2025-10-04,Books,Deep Work,20,17.44,348.80,Africa
18112,2024-02-21,Books,The Hobbit,7,16.24,113.68,North America
18113,2024-02-02,Books,The Hobbit,16,15.10,241.60,Asia
18114,2025-06-22,Beauty Products,CeraVe Hydrating Cleanser,10,20.57,205.70,South America
18115,2025-12-27,Books,The Da Vinci Code,5,15.22,76.10,Europe
18116,2024-10-20,Sports,Callaway Golf Club Set,11,830.29,9133.19,South America
18117,2025-07-10,Beauty Products,Dyson Supersonic Hair Dryer,11,402.54,4427.94,Asia
18118,2024-09-06,Sports,Spalding Volleyball,12,36.74,440.88,North America
18119,2024-06-11,Electronics,Sony WH-1000XM5 Headphones,18,397.72,7158.96,Africa
18120,2024-02-09,Books,The Da Vinci Code,18,15.25,274.50,Asia
18121,2024-08-14,Clothing,Nike Air Force 1,19,94.77,1800.63,Asia
18122,2025-07-25,Clothing,Calvin Klein Slim Fit Shirt,4,82.96,331.84,Middle East
18123,2025-04-18,Books,The Da Vinci Code,20,16.08,321.60,Africa
18124,2025-09-05,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",5,31.83,159.15,North America
18125,2025-04-25,Clothing,Vans Old Skool Sneakers,18,77.42,1393.56,North America
18126,2025-12-11,Sports,Bowflex Adjustable Dumbbells,2,396.21,792.42,South America
18127,2024-07-23,Beauty Products,Olaplex Hair Repair Set,6,58.17,349.02,Europe
18128,2024-10-25,Beauty Products,Olaplex Hair Repair Set,15,62.67,940.05,South America
18129,2024-01-07,Sports,Bowflex Adjustable Dumbbells,8,425.15,3401.20,South America
18130,2025-05-26,Sports,Manduka PRO Yoga Mat,18,127.36,2292.48,Middle East
18131,2024-02-12,Electronics,Google Pixel 8 Pro,5,985.50,4927.50,South America
18132,2025-11-20,Sports,Manduka PRO Yoga Mat,17,113.49,1929.33,Europe
18133,2025-07-11,Electronics,Samsung Galaxy Tab S8,11,760.44,8364.84,Africa
18134,2024-01-29,Sports,Bowflex Adjustable Dumbbells,7,436.56,3055.92,Middle East
18135,2024-08-13,Electronics,iPhone 14 Pro,14,1017.15,14240.10,Oceania
18136,2024-03-11,Electronics,Garmin Forerunner 945,13,498.83,6484.79,Oceania
18137,2025-05-24,Home Appliances,Instant Pot Duo 7-in-1,9,127.71,1149.39,Africa
18138,2024-05-24,Clothing,Nike Air Force 1,8,93.32,746.56,Middle East
18139,2024-05-04,Beauty Products,Olaplex Hair Repair Set,11,54.00,594.00,Europe
18140,2025-08-09,Beauty Products,Dyson Supersonic Hair Dryer,16,396.77,6348.32,Africa
18141,2024-09-11,Home Appliances,Philips Air Fryer XXL,9,267.23,2405.07,Asia
18142,2025-10-07,Sports,Fitbit Charge 6,15,164.38,2465.70,Africa
18143,2024-08-26,Books,Dune by Frank Herbert,17,24.09,409.53,Asia
18144,2025-04-26,Electronics,Apple Watch Series 9,3,447.68,1343.04,Africa
18145,2024-09-20,Sports,Adidas FIFA Soccer Ball,10,40.88,408.80,Oceania
18146,2025-05-10,Sports,Spalding Volleyball,3,38.09,114.27,Africa
18147,2025-06-16,Home Appliances,Keurig K-Elite Coffee Maker,14,173.44,2428.16,Africa
18148,2024-07-26,Electronics,Canon EOS R10 Camera,8,1019.28,8154.24,North America
18149,2024-06-04,Sports,Babolat Pure Drive Tennis Racket,19,184.37,3503.03,Oceania
18150,2024-02-29,Beauty Products,Chanel No. 5 Perfume,9,120.25,1082.25,Africa
18151,2024-03-15,Clothing,Patagonia Fleece Jacket,19,163.84,3112.96,Asia
18152,2024-11-04,Beauty Products,Chanel No. 5 Perfume,2,127.57,255.14,North America
18153,2024-06-23,Sports,Fitbit Charge 6,5,150.22,751.10,Africa
18154,2024-02-26,Clothing,Columbia Rain Jacket,6,135.17,811.02,Africa
18155,2025-03-02,Beauty Products,Maybelline Makeup Kit,2,48.54,97.08,North America
18156,2024-10-12,Sports,Hydro Flask Sports Bottle,4,43.43,173.72,South America
18157,2024-03-24,Electronics,MacBook Pro 16-inch,1,2672.92,2672.92,South America
18158,2024-06-27,Home Appliances,Dyson V11 Vacuum,19,493.82,9382.58,North America
18159,2025-04-06,Home Appliances,Dyson V11 Vacuum,14,489.51,6853.14,Oceania
18160,2025-01-16,Books,The Hobbit,15,14.80,222.00,Africa
18161,2024-08-10,Beauty Products,Maybelline Makeup Kit,18,54.95,989.10,Europe
18162,2025-04-12,Clothing,Calvin Klein Slim Fit Shirt,11,81.05,891.55,Middle East
18163,2025-08-20,Clothing,Puma Sports Hoodie,20,67.78,1355.60,Europe
18164,2025-06-03,Sports,Everlast Boxing Gloves,15,52.41,786.15,South America
18165,2025-02-15,Beauty Products,Neutrogena Skincare Set,1,81.59,81.59,South America
18166,2025-10-09,Books,Sapiens,10,22.96,229.60,North America
18167,2024-07-21,Electronics,Nintendo Switch OLED,11,362.55,3988.05,Africa
18168,2025-12-27,Home Appliances,Blueair Classic 480i,1,601.65,601.65,Middle East
18169,2024-04-29,Sports,Spalding Volleyball,13,32.67,424.71,Middle East
18170,2024-11-04,Sports,Hydro Flask Sports Bottle,6,40.30,241.80,South America
18171,2024-01-19,Beauty Products,L'Oreal Revitalift Cream,18,27.78,500.04,North America
18172,2024-05-29,Sports,Adidas FIFA Soccer Ball,12,43.71,524.52,South America
18173,2024-03-16,Sports,Callaway Golf Club Set,8,884.84,7078.72,South America
18174,2025-07-26,Home Appliances,Ninja Professional Blender,9,96.61,869.49,South America
18175,2024-03-17,Books,Dune by Frank Herbert,9,27.02,243.18,Oceania
18176,2024-03-27,Clothing,Calvin Klein Slim Fit Shirt,20,86.05,1721.00,Africa
18177,2025-03-22,Home Appliances,Instant Pot Duo 7-in-1,20,117.69,2353.80,South America
18178,2025-09-10,Sports,Babolat Pure Drive Tennis Racket,7,189.39,1325.73,Europe
18179,2024-11-06,Books,Clean Code,6,41.21,247.26,Africa
18180,2024-07-04,Home Appliances,Keurig K-Elite Coffee Maker,12,205.20,2462.40,Europe
18181,2025-12-26,Electronics,iPhone 14 Pro,9,938.52,8446.68,Europe
18182,2024-04-17,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",17,30.96,526.32,South America
18183,2025-05-21,Home Appliances,Keurig K-Elite Coffee Maker,16,206.79,3308.64,South America
18184,2025-06-24,Clothing,Vans Old Skool Sneakers,8,86.10,688.80,Africa
18185,2024-01-21,Home Appliances,Samsung Smart Refrigerator,16,1756.48,28103.68,Asia
18186,2024-06-09,Books,The Alchemist,19,12.43,236.17,Africa
18187,2024-04-23,Sports,Spalding Volleyball,9,38.24,344.16,North America
18188,2024-06-19,Beauty Products,Neutrogena Skincare Set,9,85.41,768.69,Asia
18189,2025-02-11,Home Appliances,KitchenAid Stand Mixer,17,468.01,7956.17,North America
18190,2024-09-02,Clothing,Adidas Ultraboost Shoes,8,174.50,1396.00,North America
18191,2025-05-25,Clothing,Nike Air Force 1,6,89.57,537.42,Africa
18192,2025-08-24,Electronics,Garmin Forerunner 945,12,511.30,6135.60,Middle East
18193,2025-07-05,Home Appliances,Keurig K-Elite Coffee Maker,3,199.36,598.08,Asia
18194,2025-07-13,Books,Dune by Frank Herbert,1,25.54,25.54,South America
18195,2025-11-11,Electronics,Canon EOS R10 Camera,16,945.17,15122.72,Europe
18196,2024-08-23,Sports,Adidas FIFA Soccer Ball,16,39.14,626.24,Oceania
18197,2025-11-30,Electronics,MacBook Pro 16-inch,8,2275.02,18200.16,Middle East
18198,2024-12-01,Books,Deep Work,3,20.86,62.58,Oceania
18199,2025-07-10,Books,The Psychology of Money,15,17.14,257.10,Africa
18200,2024-07-07,Electronics,Garmin Forerunner 945,20,533.43,10668.60,Asia
18201,2025-06-10,Home Appliances,Samsung Smart Refrigerator,10,1771.63,17716.30,North America
18202,2024-03-23,Books,Sapiens,7,23.72,166.04,Asia
18203,2024-10-04,Clothing,Adidas Ultraboost Shoes,20,199.74,3994.80,North America
18204,2025-12-25,Sports,Spalding Volleyball,2,31.88,63.76,Asia
18205,2025-01-05,Clothing,Calvin Klein Slim Fit Shirt,14,92.56,1295.84,Africa
18206,2025-02-19,Electronics,Apple Watch Series 9,9,428.09,3852.81,Africa
18207,2024-06-27,Sports,Spalding Volleyball,12,31.73,380.76,South America
18208,2025-10-17,Books,Sapiens,12,25.02,300.24,North America
18209,2024-12-12,Electronics,Garmin Forerunner 945,19,548.11,10414.09,Middle East
18210,2025-08-01,Books,The Hobbit,19,14.23,270.37,Asia
18211,2025-07-31,Home Appliances,Blueair Classic 480i,2,591.07,1182.14,North America
18212,2025-08-30,Beauty Products,L'Oreal Revitalift Cream,7,31.93,223.51,North America
18213,2024-11-25,Beauty Products,MAC Lipstick Collection,3,77.12,231.36,Asia
18214,2024-10-22,Home Appliances,Ninja Professional Blender,14,102.20,1430.80,Middle East
18215,2024-04-24,Clothing,Nike Air Force 1,3,89.37,268.11,Middle East
18216,2024-05-28,Home Appliances,iRobot Roomba j7,2,661.33,1322.66,South America
18217,2024-11-24,Books,The Hobbit,13,13.63,177.19,Europe
18218,2025-11-22,Beauty Products,Dyson Supersonic Hair Dryer,11,463.13,5094.43,Africa
18219,2025-09-09,Beauty Products,Maybelline Makeup Kit,9,47.03,423.27,Oceania
18220,2024-11-06,Books,Clean Code,6,40.94,245.64,Oceania
18221,2024-07-19,Electronics,Nintendo Switch OLED,17,347.27,5903.59,Oceania
18222,2024-01-09,Electronics,Dell XPS 13 Laptop,11,1232.16,13553.76,Europe
18223,2025-11-03,Clothing,Under Armour Training Shirt,3,41.15,123.45,South America
18224,2024-03-12,Sports,Wilson Evolution Basketball,11,31.05,341.55,Asia
18225,2025-07-02,Home Appliances,KitchenAid Stand Mixer,10,408.25,4082.50,Middle East
18226,2024-09-09,Home Appliances,Philips Air Fryer XXL,18,252.44,4543.92,Asia
18227,2024-04-25,Books,Deep Work,9,19.97,179.73,Africa
18228,2025-10-12,Sports,Babolat Pure Drive Tennis Racket,8,207.03,1656.24,South America
18229,2024-05-22,Electronics,iPhone 14 Pro,13,914.04,11882.52,South America
18230,2024-11-11,Home Appliances,LG Front Load Washer,10,904.29,9042.90,Oceania
18231,2025-11-13,Books,Dune by Frank Herbert,10,23.67,236.70,Middle East
18232,2025-05-03,Books,The Hobbit,1,16.18,16.18,Middle East
18233,2025-08-08,Clothing,Vans Old Skool Sneakers,4,75.47,301.88,Middle East
18234,2025-12-25,Beauty Products,Neutrogena Skincare Set,8,86.78,694.24,Europe
18235,2024-09-12,Clothing,Patagonia Fleece Jacket,9,168.69,1518.21,Asia
18236,2025-02-07,Home Appliances,Philips Air Fryer XXL,8,262.34,2098.72,Oceania
18237,2024-02-28,Home Appliances,Philips Air Fryer XXL,20,231.92,4638.40,Europe
18238,2024-03-07,Books,Clean Code,12,43.34,520.08,Oceania
18239,2025-04-09,Clothing,Columbia Rain Jacket,20,132.51,2650.20,South America
18240,2025-10-01,Clothing,Under Armour Training Shirt,3,42.64,127.92,Africa
18241,2025-01-23,Sports,Hydro Flask Sports Bottle,15,42.54,638.10,Oceania
18242,2025-04-30,Sports,Spalding Volleyball,9,34.24,308.16,Asia
18243,2024-04-17,Books,Dune by Frank Herbert,4,23.90,95.60,Europe
18244,2025-06-06,Clothing,Under Armour Training Shirt,7,43.42,303.94,Oceania
18245,2024-08-09,Clothing,Calvin Klein Slim Fit Shirt,3,91.79,275.37,Europe
18246,2025-05-12,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",13,35.41,460.33,Middle East
18247,2025-04-29,Beauty Products,Neutrogena Skincare Set,16,98.04,1568.64,Europe
18248,2025-09-10,Electronics,Dell XPS 13 Laptop,14,1177.66,16487.24,Asia
18249,2025-11-19,Beauty Products,Dyson Supersonic Hair Dryer,11,471.17,5182.87,Europe
18250,2024-08-19,Sports,Babolat Pure Drive Tennis Racket,11,215.49,2370.39,North America
18251,2024-07-13,Electronics,Dell XPS 13 Laptop,5,1211.40,6057.00,Asia
18252,2025-09-22,Clothing,Levi's 501 Jeans,14,72.80,1019.20,South America
18253,2024-10-13,Home Appliances,Samsung Smart Refrigerator,4,1805.49,7221.96,North America
18254,2025-09-16,Electronics,MacBook Pro 16-inch,14,2253.61,31550.54,Oceania
18255,2025-01-18,Beauty Products,Clinique Moisture Surge,2,43.80,87.60,South America
18256,2024-11-30,Clothing,Calvin Klein Slim Fit Shirt,14,98.77,1382.78,Africa
18257,2025-02-18,Home Appliances,KitchenAid Stand Mixer,19,489.46,9299.74,Oceania
18258,2024-03-08,Electronics,Google Pixel 8 Pro,7,1013.36,7093.52,Middle East
18259,2025-05-02,Electronics,Nintendo Switch OLED,3,359.70,1079.10,North America
18260,2025-02-10,Beauty Products,Chanel No. 5 Perfume,16,119.41,1910.56,Oceania
18261,2024-05-08,Electronics,Nintendo Switch OLED,19,336.26,6388.94,Africa
18262,2024-11-06,Home Appliances,iRobot Roomba j7,1,663.31,663.31,Oceania
18263,2024-01-28,Clothing,Calvin Klein Slim Fit Shirt,11,84.17,925.87,Europe
18264,2024-12-02,Books,Sapiens,20,23.27,465.40,South America
18265,2025-12-30,Sports,Bowflex Adjustable Dumbbells,5,465.63,2328.15,Middle East
18266,2025-10-19,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",10,35.12,351.20,South America
18267,2025-04-11,Electronics,MacBook Pro 16-inch,12,2697.71,32372.52,Asia
18268,2024-05-14,Books,Dune by Frank Herbert,18,25.25,454.50,South America
18269,2024-09-01,Books,The Alchemist,15,12.98,194.70,Middle East
18270,2024-04-11,Clothing,Columbia Rain Jacket,2,136.50,273.00,South America
18271,2025-01-30,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",7,31.46,220.22,Europe
18272,2024-03-10,Clothing,Patagonia Fleece Jacket,16,196.51,3144.16,Europe
18273,2024-01-10,Books,The Alchemist,2,13.81,27.62,Europe
18274,2025-11-16,Home Appliances,Instant Pot Duo 7-in-1,18,141.70,2550.60,North America
18275,2025-04-14,Electronics,MacBook Pro 16-inch,16,2481.88,39710.08,Africa
18276,2025-12-09,Electronics,Dell XPS 13 Laptop,1,1366.12,1366.12,Europe
18277,2024-04-26,Books,Dune by Frank Herbert,13,25.84,335.92,Middle East
18278,2025-05-09,Clothing,Columbia Rain Jacket,13,138.19,1796.47,Asia
18279,2025-02-18,Home Appliances,Samsung Smart Refrigerator,17,1776.43,30199.31,Africa
18280,2025-01-09,Home Appliances,Keurig K-Elite Coffee Maker,18,189.25,3406.50,Europe
18281,2024-01-01,Home Appliances,Instant Pot Duo 7-in-1,20,137.56,2751.20,Oceania
18282,2025-05-21,Sports,Adidas FIFA Soccer Ball,19,38.05,722.95,Africa
18283,2025-07-07,Home Appliances,iRobot Roomba j7,1,650.14,650.14,Africa
18284,2025-07-31,Home Appliances,Samsung Smart Refrigerator,5,2055.01,10275.05,Europe
18285,2024-02-28,Beauty Products,Maybelline Makeup Kit,12,53.50,642.00,Oceania
18286,2025-04-09,Home Appliances,Samsung Smart Refrigerator,6,1842.54,11055.24,Middle East
18287,2025-04-01,Beauty Products,Chanel No. 5 Perfume,7,123.63,865.41,Europe
18288,2024-10-22,Home Appliances,LG Front Load Washer,1,926.02,926.02,Europe
18289,2024-04-11,Sports,Hydro Flask Sports Bottle,6,36.74,220.44,Asia
18290,2024-03-26,Home Appliances,iRobot Roomba j7,19,585.08,11116.52,North America
18291,2024-08-28,Home Appliances,iRobot Roomba j7,15,652.54,9788.10,Europe
18292,2024-05-10,Beauty Products,L'Oreal Revitalift Cream,15,31.64,474.60,North America
18293,2025-11-13,Books,Atomic Habits,1,21.76,21.76,Europe
18294,2025-09-20,Electronics,Apple Watch Series 9,2,391.14,782.28,Africa
18295,2024-02-14,Home Appliances,KitchenAid Stand Mixer,13,416.83,5418.79,Middle East
18296,2025-10-29,Home Appliances,Blueair Classic 480i,16,582.74,9323.84,Oceania
18297,2024-07-18,Beauty Products,Neutrogena Skincare Set,9,95.64,860.76,North America
18298,2025-01-21,Beauty Products,Chanel No. 5 Perfume,12,130.58,1566.96,South America
18299,2024-11-10,Clothing,Columbia Rain Jacket,19,136.63,2595.97,Europe
18300,2025-12-27,Books,Clean Code,15,39.58,593.70,North America
